T,Name,Series
411,пт,1835884308.0
412,сб,2315682569.0
413,вс,1760512236.4
414,пн,2789952910.9
415,вт,527969434.4
416,ср,1792645159.2
417,чт,1735415953.9
418,пт,1380027857.2
419,сб,1309462006.4
420,вс,3023273855.6
421,пн,323967209.9
422,вт,699469712.4
423,ср,2700911690.6
424,чт,1729403699.8
425,пт,269522566.4
426,сб,2210681762.2
427,вс,668858070.4
428,пн,221442207.6
429,вт,1301141867.1
430,ср,906163215.0
431,чт,903490051.2
432,пт,842799483.0
433,сб,544061057.2
434,вс,745029958.6
435,пн,855438192.3
436,вт,338286015.1
437,ср,2351063236.7
438,чт,310711346.3
439,пт,701454125.6
440,сб,1078798808.0
441,вс,901792738.9
442,пн,670261113.6
443,вт,1142557997.2
444,ср,327261568.7
445,чт,591680326.2
446,пт,389681151.1
447,сб,1138544933.9
448,вс,753057436.9
449,пн,1860402854.8
450,вт,619679573.5
451,ср,615913907.6
452,чт,8123119.9
453,пт,690795143.7
454,сб,371452922.6
455,вс,1536064202.2
456,пн,1315019679.9
457,вт,1507272353.2
458,ср,857792487.2
459,чт,325548626.9
460,пт,1019100756.4
461,сб,1446478346.9
462,вс,1291603255.6
463,пн,1361027148.0
464,вт,833988570.7
465,ср,537112840.2
466,чт,595900000.4
467,пт,1066606036.9
468,сб,831932039.5
469,вс,894249424.3
470,пн,868438968.8
471,вт,748340331.8
472,ср,997796939.2
473,чт,451402525.1
474,пт,159987416.1
475,сб,442431782.8
476,вс,913512657.3
477,пн,895669962.4
478,вт,720119998.1
479,ср,690770964.0
480,чт,702101499.0
481,пт,187444418.1
482,сб,168429936.6
483,вс,328032227.3
484,пн,572411499.7
485,вт,108632962.8
486,ср,142716910.2
487,чт,162417064.5
488,пт,136457592.8
489,сб,79447088.0
490,вс,404617729.0
491,пн,18631309.0
492,вт,96451943.8
493,ср,211682401.9
494,чт,55879910.5
495,пт,50247710.9
496,сб,77688965.8
497,вс,114128540.2
498,пн,67460629.7
499,вт,39616795.8
500,ср,30558447.8
501,чт,7048854144.0
502,пт,53774714.0
503,сб,15070033044.0
504,вс,5847317748.0
505,пн,6047700148.0
506,вт,11271018877.0
507,ср,2795542144.0
508,чт,8069778752.0
509,пт,6793968252.0
510,сб,10117793440.0
511,вс,9454822800.0
512,пн,9448719214.0
513,вт,12915635304.0
514,ср,9792499600.0
515,чт,4258317702.0
516,пт,5401294320.0
517,сб,3077357974.0
518,вс,6747433283.0
519,пн,2720964445.0
520,вт,3129668910.0
521,ср,6748238520.0
522,чт,2538751311.0
523,пт,12289628292.0
524,сб,6560711636.0
525,вс,9014080482.0
526,пн,1153405080.0
527,вт,1531910875.0
528,ср,1223329446.0
529,чт,1500718572.0
530,пт,5133032840.0
531,сб,9908429947.0
532,вс,6860740845.0
533,пн,9716454550.0
534,вт,4753600236.0
535,ср,4143894568.0
536,чт,6489524844.0
537,пт,9455141570.0
538,сб,1407244194.0
539,вс,9804678642.0
540,пн,8720714277.0
541,вт,2294409240.0
542,ср,4959233475.0
543,чт,7223393878.0
544,пт,949718096.0
545,сб,7547793526.0
546,вс,7814480920.0
547,пн,9390820336.0
548,вт,2860361382.0
549,ср,2500230142.0
550,чт,10614640.0
551,пт,4250693190.0
552,сб,5822869416.0
553,вс,5472391785.0
554,пн,5490278320.0
555,вт,872423800.0
556,ср,3463350126.0
557,чт,3873239514.0
558,пт,2953589550.0
559,сб,1795887312.0
560,вс,4993722668.0
561,пн,715270580.0
562,вт,2432973614.0
563,ср,6579275840.0
564,чт,1705913640.0
565,пт,4579626240.0
566,сб,2650080312.0
567,вс,5387848785.0
568,пн,3215269358.0
569,вт,3876652140.0
570,ср,4833437329.0
571,чт,1176031076.0
572,пт,4824238257.0
573,сб,2644666624.0
574,вс,4169094784.0
575,пн,3038504562.0
576,вт,15456786930.0
577,ср,13899284849.0
578,чт,2691013618.0
579,пт,2760023800.0
580,сб,4085358080.0
581,вс,660781122.0
582,пн,16847851360.0
583,вт,11780642250.0
584,ср,1942853774.0
585,чт,8549099416.0
586,пт,4334214836.0
587,сб,10416576874.0
588,вс,4491675000.0
589,пн,3590466883.0
590,вт,8351656223.0
591,ср,8677938115.0
592,чт,1513951380.0
593,пт,6940150092.0
594,сб,3795967874.0
595,вс,2842530937.0
596,пн,603121450.0
597,вт,487976742.0
598,ср,4640599546.0
599,чт,9694380250.0
600,пт,4485464074.0
601,сб,1706443784.0
602,вс,856249680.0
603,пн,4617747397.0
604,вт,8941886625.0
605,ср,2649779110.0
606,чт,10239252936.0
607,пт,3389291840.0
608,сб,4907508111.0
609,вс,7772262930.0
610,пн,5095696455.0
611,вт,10601588118.0
612,ср,10438970221.0
613,чт,2637566190.0
614,пт,1076197080.0
615,сб,4035869442.0
616,вс,201680102.0
617,пн,6491129099.0
618,вт,8910977124.0
619,ср,855108412.0
620,чт,116633718.0
621,пт,1316737148.0
622,сб,4478754320.0
623,вс,2796827672.0
624,пн,3974679696.0
625,вт,5480620854.0
626,ср,7247899280.0
627,чт,4013159800.0
628,пт,3137809068.0
629,сб,660428463.0
630,вс,3986809500.0
631,пн,3920757149.0
632,вт,3347004652.0
633,ср,5961690084.0
634,чт,3309034520.0
635,пт,2742907600.0
636,сб,3255932933.0
637,вс,2147819565.0
638,пн,1291558032.0
639,вт,3655553622.0
640,ср,371863914.0
641,чт,4949700846.0
642,пт,1230161614.0
643,сб,3972330648.0
644,вс,4495437993.0
645,пн,5276220032.0
646,вт,12186543568.0
647,ср,3443825466.0
648,чт,4725420444.0
649,пт,10824795138.0
650,сб,13371278679.0
651,вс,247544808.0
652,пн,3763481348.0
653,вт,4604653728.0
654,ср,10358327630.0
655,чт,14810743950.0
656,пт,17475595528.0
657,сб,12885794636.0
658,вс,5667386596.0
659,пн,5512549037.0
660,вт,1390678440.0
661,ср,6896409523.0
662,чт,699579399.0
663,пт,2271439835.0
664,сб,1180363410.0
665,вс,420877620.0
666,пн,10783764634.0
667,вт,7906132452.0
668,ср,4102749080.0
669,чт,6604920234.0
670,пт,2180216480.0
671,сб,7324805250.0
672,вс,1586184860.0
673,пн,10953222560.0
674,вт,7704372208.0
675,ср,5907922719.0
676,чт,7204429050.0
677,пт,7750374720.0
678,сб,10517612952.0
679,вс,373203424.0
680,пн,4427115165.0
681,вт,3280163135.0
682,ср,49475907.0
683,чт,996682050.0
684,пт,9629957179.0
685,сб,8810697780.0
686,вс,8440805310.0
687,пн,5589832689.0
688,вт,8184802028.0
689,ср,4328831416.0
690,чт,5403545756.0
691,пт,857408404.0
692,сб,6174834417.0
693,вс,2626937066.0
694,пн,4336503680.0
695,вт,2612794638.0
696,ср,8535259720.0
697,чт,7606179711.0
698,пт,2773376640.0
699,сб,2938616100.0
700,вс,6110032356.0
701,пн,6497237202.0
702,вт,3363184725.0
703,ср,1036898450.0
704,чт,124133362.0
705,пт,864303460.0
706,сб,6481596248.0
707,вс,4790066400.0
708,пн,385743826.0
709,вт,4798554063.0
710,ср,2969876736.0
711,чт,5612011155.0
712,пт,1610602926.0
713,сб,2828037335.0
714,вс,1691496255.0
715,пн,2207328948.0
716,вт,3315327114.0
717,ср,3591076864.0
718,чт,17053885158.0
719,пт,3309866451.0
720,сб,12886631172.0
721,вс,16039505955.0
722,пн,9354659141.0
723,вт,5070387484.0
724,ср,15762748480.0
725,чт,4624759224.0
726,пт,11258791280.0
727,сб,5808690300.0
728,вс,7987530314.0
729,пн,8177769457.0
730,вт,9443812532.0
731,ср,4566782223.0
732,чт,9921279720.0
733,пт,9740668528.0
734,сб,9183011453.0
735,вс,2247568045.0
736,пн,7694390790.0
737,вт,2610870192.0
738,ср,12001089601.0
739,чт,7289779590.0
740,пт,7559837532.0
741,сб,3986941365.0
742,вс,6577946388.0
743,пн,10464106250.0
744,вт,5774031400.0
745,ср,3382010744.0
746,чт,214674200.0
747,пт,9117291685.0
748,сб,7386508605.0
749,вс,1500634630.0
750,пн,7611387168.0
751,вт,989598456.0
752,ср,4878228465.0
753,чт,1036649975.0
754,пт,4419283554.0
755,сб,10743514698.0
756,вс,5335604827.0
757,пн,119996640.0
758,вт,6697162080.0
759,ср,4249803423.0
760,чт,4607715312.0
761,пт,5622794632.0
762,сб,3555663932.0
763,вс,6149096480.0
764,пн,1261259490.0
765,вт,7370562466.0
766,ср,379830640.0
767,чт,2879052014.0
768,пт,5346705832.0
769,сб,7164173253.0
770,вс,6064403520.0
771,пн,1329184200.0
772,вт,6340832040.0
773,ср,3693307110.0
774,чт,5815566825.0
775,пт,1641955309.0
776,сб,3713639110.0
777,вс,5484730332.0
778,пн,7029232028.0
779,вт,3025582880.0
780,ср,315189764.0
781,чт,4246440777.0
782,пт,7052834232.0
783,сб,3954082398.0
784,вс,668806950.0
785,пн,533661399.0
786,вт,7107636241.0
787,ср,1138841352.0
788,чт,2235254214.0
789,пт,2187910288.4
790,сб,6151998651.0
791,вс,5392291443.0
792,пн,3470337516.8
793,вт,7147841671.2
794,ср,3932850609.6
795,чт,3621982676.6
796,пт,5385668936.4
797,сб,3229727027.3
798,вс,5169767447.7
799,пн,4703344727.5
800,вт,188089039.3
801,ср,1003770891.2
802,чт,4066707487.6
803,пт,1012237216.3
804,сб,1795104462.0
805,вс,3347902598.0
806,пн,3421641083.6
807,вт,1637905449.9
808,ср,433429349.4
809,чт,6640531553.3
810,пт,42847040.9
811,сб,6492844734.9
812,вс,1305778205.1
813,пн,3609004550.9
814,вт,94693450.2
815,ср,4923133258.4
816,чт,1580303831.8
817,пт,6471302441.6
818,сб,6662226479.8
819,вс,5628420463.7
820,пн,3094560198.5
821,вт,1197699746.4
822,ср,6297043036.7
823,чт,1072501516.8
824,пт,1587398839.3
825,сб,1454267687.8
826,вс,5731332966.4
827,пн,3982067430.9
828,вт,912639980.7
829,ср,4025313533.5
830,чт,1536202082.9
831,пт,3820030153.7
832,сб,239033016.2
833,вс,2987204654.3
834,пн,1822586822.7
835,вт,5767016927.6
836,ср,2308978996.2
837,чт,155518848.7
838,пт,6015326625.0
839,сб,2238945182.8
840,вс,1472011473.6
841,пн,1084088494.0
842,вт,4480253040.0
843,ср,5113899014.3
844,чт,4698362491.8
845,пт,4807036329.0
846,сб,17313226.0
847,вс,2338794165.5
848,пн,1380148596.8
849,вт,2290727246.3
850,ср,5020959114.0
851,чт,3906044676.1
852,пт,5585856907.2
853,сб,2358465004.1
854,вс,3426803256.3
855,пн,5179591110.2
856,вт,3819538999.0
857,ср,3156978448.0
858,чт,4263223390.0
859,пт,3140738739.2
860,сб,4272012827.5
861,вс,4291123454.2
862,пн,3910924528.5
863,вт,779842951.4
864,ср,187210315.2
865,чт,639169526.8
866,пт,2183332021.8
867,сб,1887338393.9
868,вс,3903816704.6
869,пн,4812550123.6
870,вт,526253302.1
871,ср,2437425069.0
872,чт,930946194.6
873,пт,980825997.4
874,сб,3690465826.6
875,вс,99516396.5
876,пн,4022316655.2
877,вт,863446053.6
878,ср,4533763878.6
879,чт,1164716328.9
880,пт,2165285506.4
881,сб,3798298219.8
882,вс,3580737623.1
883,пн,643667256.6
884,вт,872488547.3
885,ср,871979462.0
886,чт,3757660015.2
887,пт,670766248.3
888,сб,752974302.1
889,вс,1102695547.0
890,пн,1334192100.0
891,вт,607823748.8
892,ср,2298809744.8
893,чт,3515017819.5
894,пт,1941168641.0
895,сб,360514880.0
896,вс,2715935310.5
897,пн,2253789032.4
898,вт,1289669708.5
899,ср,288899182.0
900,чт,2289381534.6
901,пт,3365203633.3
902,сб,2297461546.8
903,вс,879142163.6
904,пн,2845802219.4
905,вт,73795533.5
906,ср,24449080.3
907,чт,1642157422.6
908,пт,2734988029.9
909,сб,2137766303.8
910,вс,1853962709.8
911,пн,1574533914.8
912,вт,682254624.5
913,ср,2398065880.0
914,чт,2369312328.7
915,пт,3042173729.0
916,сб,1343583015.5
917,вс,2554113450.2
918,пн,2503214148.5
919,вт,2833760421.5
920,ср,1269697073.5
921,чт,2151565555.0
922,пт,1874629911.2
923,сб,2881496004.8
924,вс,789850451.3
925,пн,1785724896.5
926,вт,1220642456.9
927,ср,1062348154.3
928,чт,1356633884.0
929,пт,2509754226.5
930,сб,227743740.5
931,вс,2229375878.4
932,пн,1811059261.7
933,вт,1161400619.0
934,ср,2021129617.7
935,чт,315493004.6
936,пт,2176674741.7
937,сб,932785205.8
938,вс,1948609505.0
939,пн,696781457.7
940,вт,2003437517.0
941,ср,497397219.5
942,чт,1873991328.0
943,пт,514541794.9
944,сб,1316597611.7
945,вс,87671941.0
946,пн,767308532.7
947,вт,1519725505.1
948,ср,1298164927.4
949,чт,402697523.2
950,пт,1250024267.3
951,сб,762914288.8
952,вс,168999361.7
953,пн,771714497.9
954,вт,40576142.5
955,ср,12593485.7
956,чт,1431967255.8
957,пт,441350036.2
958,сб,326413746.0
959,вс,642874176.0
960,пн,1290564180.7
961,вт,160039547.8
962,ср,1141102809.3
963,чт,904019954.3
964,пт,445441393.0
965,сб,743076756.2
966,вс,177415769.9
967,пн,464808884.9
968,вт,356164303.5
969,ср,420488006.1
970,чт,658468067.4
971,пт,328814357.5
972,сб,524516611.5
973,вс,268876958.2
974,пн,939498575.4
975,вт,257740523.5
976,ср,556338560.4
977,чт,52844220.2
978,пт,441209445.1
979,сб,631800684.6
980,вс,355311564.0
981,пн,303097652.1
982,вт,221111075.2
983,ср,227178317.3
984,чт,429951233.5
985,пт,304938057.4
986,сб,75855118.2
987,вс,395443878.4
988,пн,67268849.2
989,вт,305625685.1
990,ср,279098242.7
991,чт,243427125.7
992,пт,74634820.9
993,сб,264710661.9
994,вс,198537506.7
995,пн,11183487.5
996,вт,69384204.9
997,ср,139718904.8
998,чт,10118935.8
999,пт,63501693.6
1000,сб,31733749.7
1001,вс,1096027520.0
1002,пн,18283624902.0
1003,вт,1075654179.0
1004,ср,11024756424.0
1005,чт,429881154.0
1006,пт,14629175117.0
1007,сб,12324172724.0
1008,вс,3654715728.0
1009,пн,10908693138.0
1010,вт,11190297770.0
1011,ср,12996072000.0
1012,чт,16123190078.0
1013,пт,5004261405.0
1014,сб,3844881828.0
1015,вс,10676717722.0
1016,пн,5690708880.0
1017,вт,1064581818.0
1018,ср,7737374420.0
1019,чт,6619672295.0
1020,пт,4029316920.0
1021,сб,3261718152.0
1022,вс,7600503279.0
1023,пн,12425794784.0
1024,вт,7272268118.0
1025,ср,152378325.0
1026,чт,3844041346.0
1027,пт,8526978250.0
1028,сб,2679911102.0
1029,вс,9093528400.0
1030,пн,1616524312.0
1031,вт,4637996785.0
1032,ср,3031435155.0
1033,чт,10138378580.0
1034,пт,12044845164.0
1035,сб,1996377592.0
1036,вс,7523885754.0
1037,пн,8078408695.0
1038,вт,2415403347.0
1039,ср,8770165236.0
1040,чт,4186003954.0
1041,пт,7877660760.0
1042,сб,6761117265.0
1043,вс,1442021131.0
1044,пн,9328254876.0
1045,вт,6362931666.0
1046,ср,2462207592.0
1047,чт,2298149318.0
1048,пт,4086792279.0
1049,сб,1661701638.0
1050,вс,649068480.0
1051,пн,7276299094.0
1052,вт,5502390920.0
1053,ср,1527249765.0
1054,чт,4755409120.0
1055,пт,918142900.0
1056,сб,6454895376.0
1057,вс,5568040629.0
1058,пн,3499169025.0
1059,вт,3947651650.0
1060,ср,2152746206.0
1061,чт,4979953004.0
1062,пт,6051195029.0
1063,сб,5939835520.0
1064,вс,4561974181.0
1065,пн,1161941694.0
1066,вт,2841676992.0
1067,ср,6426769503.0
1068,чт,2272317112.0
1069,пт,3835547566.0
1070,сб,3294762703.0
1071,вс,4307140640.0
1072,пн,4619513598.0
1073,вт,1933077248.0
1074,ср,1267986318.0
1075,чт,16294411755.0
1076,пт,7660552644.0
1077,сб,13998778377.0
1078,вс,13093605942.0
1079,пн,14848098316.0
1080,вт,13918106492.0
1081,ср,4124068176.0
1082,чт,12766970080.0
1083,пт,6878249250.0
1084,сб,15141089816.0
1085,вс,3534149762.0
1086,пн,896531520.0
1087,вт,11017178076.0
1088,ср,2668246440.0
1089,чт,9502347607.0
1090,пт,1722582094.0
1091,сб,1895058480.0
1092,вс,3398214150.0
1093,пн,3809061180.0
1094,вт,1029428916.0
1095,ср,6961407852.0
1096,чт,5957294658.0
1097,пт,4588599906.0
1098,сб,7963535564.0
1099,вс,3241275750.0
1100,пн,2338961436.0
1101,вт,11315707822.0
1102,ср,3884774504.0
1103,чт,3276567917.0
1104,пт,7519907115.0
1105,сб,1206758410.0
1106,вс,279011964.0
1107,пн,3754036440.0
1108,вт,5081286573.0
1109,ср,4172932950.0
1110,чт,5381829462.0
1111,пт,7874742546.0
1112,сб,1733756289.0
1113,вс,7127918640.0
1114,пн,1151550120.0
1115,вт,494152643.0
1116,ср,3263026418.0
1117,чт,3645010551.0
1118,пт,5947402468.0
1119,сб,6850216348.0
1120,вс,8520065637.0
1121,пн,4471351862.0
1122,вт,4373129600.0
1123,ср,6450179568.0
1124,чт,3227683992.0
1125,пт,6881281530.0
1126,сб,4050594240.0
1127,вс,1628740000.0
1128,пн,8755513128.0
1129,вт,795233556.0
1130,ср,1332152325.0
1131,чт,4764083561.0
1132,пт,2249223724.0
1133,сб,5794864664.0
1134,вс,601652935.0
1135,пн,146880960.0
1136,вт,5006569293.0
1137,ср,1545060867.0
1138,чт,3701372976.0
1139,пт,3786731592.0
1140,сб,2869554862.0
1141,вс,3457091897.0
1142,пн,6454359566.0
1143,вт,603053264.0
1144,ср,2675699088.0
1145,чт,12349068672.0
1146,пт,10612366004.0
1147,сб,9625741569.0
1148,вс,6875760816.0
1149,пн,12573335864.0
1150,вт,13094125479.0
1151,ср,6010094864.0
1152,чт,9288084732.0
1153,пт,9861979008.0
1154,сб,16351857150.0
1155,вс,6075412350.0
1156,пн,8728408490.0
1157,вт,3933483268.0
1158,ср,9305515128.0
1159,чт,10358582388.0
1160,пт,9271764720.0
1161,сб,3400129874.0
1162,вс,7838042809.0
1163,пн,8268657880.0
1164,вт,8775055980.0
1165,ср,8202771720.0
1166,чт,3358218405.0
1167,пт,10926184564.0
1168,сб,7072196616.0
1169,вс,6730277499.0
1170,пн,5200404202.0
1171,вт,954896875.0
1172,ср,6759758842.0
